location,size,total_sqft,price,category,bhk,price_per_sqft
Ejipura,7 Bedroom,1800,25000000,Rural,7,13888.88889
Marathahalli,2 BHK,1200,6000000,Urban,2,5000
Yelahanka,2 BHK,1327,9800000,Urban,2,7385.079126
Kothanur,2 BHK,1186,5800000,Rural,2,4890.387858
MS Pallya,3 Bedroom,1783,11500000,Rural,3,6449.803702
HSR Layout,3 BHK,1400,5600000,Urban,3,4000
Nagasandra,2 BHK,980,4800000,Urban,2,4897.959184
EPIP Zone,2 BHK,1285,8200000,Rural,2,6381.322957
Langford Town,3 BHK,912,7000000,Rural,3,7675.438596
Whitefield,2 BHK,1225,4760000,Urban,2,3885.714286
Whitefield,2 BHK,1075,5300000,Urban,2,4930.232558
Kadugodi,3 BHK,1260,5400000,Rural,3,4285.714286
Yelahanka,3 BHK,1282,4870000,Urban,3,3798.75195
Kogilu,3 BHK,1909,8800000,Rural,3,4609.743321
Panathur,2 BHK,1359,8700000,Rural,2,6401.766004
Nagondanahalli,2 BHK,1207,4350000,Rural,2,3603.976802
Padmanabhanagar,4 Bedroom,1736,19000000,Urban,4,10944.70046
1st Block Jayanagar,4 BHK,2850,42800000,Urban,4,15017.54386
Kammasandra,3 BHK,1595,6500000,Rural,3,4075.23511
"Off Sarjapur Road, ",3 BHK,1798,8900000,Urban,3,4949.944383
Electronics City Phase 1,3 BHK,1475,7829000,Rural,3,5307.79661
Tala Cauvery Layout,3 BHK,1580,10000000,Rural,3,6329.113924
Dasarahalli,2 BHK,1295,6500000,Rural,2,5019.305019
Magadi Road,6 Bedroom,3600,14100000,Rural,6,3916.666667
Electronic City,1 BHK,589,2700000,Urban,1,4584.040747
Ngef Layout,3 BHK,1415,7800000,Rural,3,5512.367491
Sarjapur  Road,3 BHK,1787,9829000,Urban,3,5500.279799
Sarjapur  Road,3 BHK,1787,12500000,Urban,3,6994.963626
Koramangala,3 BHK,1475,9000000,Urban,3,6101.694915
"Lakshminarayanapura, Electronic City Phase 2",4 BHK,2000,7550000,Urban,4,3775
Sarjapur  Road,2 BHK,984,4428000,Urban,2,4500
Devanahalli,3 BHK,1630,7482000,Rural,3,4590.184049
Muthurayya Swamy Layout,3 BHK,2405,26000000,Rural,3,10810.81081
7th Phase JP Nagar,2 BHK,1080,7200000,Urban,2,6666.666667
Shantiniketan Layout,2 Bedroom,1500,11500000,Rural,2,7666.666667
Hebbal,3 BHK,1900,11900000,Urban,3,6263.157895
Dommasandra,2 BHK,805,2214000,Urban,2,2750.310559
Budigere,2 BHK,1153,5640000,Rural,2,4891.587164
Dodda Nekkundi Extension,2 BHK,1148,6000000,Rural,2,5226.480836
Mylasandra,2 BHK,1110,5500000,Rural,2,4954.954955
Electronic City,2 BHK,1100,4200000,Urban,2,3818.181818
Kalyan nagar,2 BHK,1290,11000000,Rural,2,8527.131783
Dr Shivarama Karantha Nagar,3 BHK,1500,6500000,Rural,3,4333.333333
Bank Of Baroda Colony,2 BHK,1080,3900000,Rural,2,3611.111111
Vijayanagar,3 BHK,1933,12900000,Urban,3,6673.564408
Ramamurthy Nagar,5 Bedroom,3500,15000000,Urban,5,4285.714286
Kullappa Colony,2 BHK,1060,6000000,Rural,2,5660.377358
Chandapura,1 BHK,645,1645000,Rural,1,2550.387597
Mukkutam Nagar,8 Bedroom,2600,18000000,Rural,8,6923.076923
Chandapura,1 BHK,645,1645000,Rural,1,2550.387597
Ashwath Nagar,3 BHK,1644,8400000,Rural,3,5109.489051
Ncpr Industrial Layout,2 BHK,1285,7250000,Rural,2,5642.023346
Electronic City,3 Bedroom,1200,9000000,Urban,3,7500
Electronic City,2 BHK,910,4000000,Urban,2,4395.604396
Kothanur,3 BHK,1577,7000000,Rural,3,4438.807863
Meenakunte,3 Bedroom,4050,28000000,Rural,3,6913.580247
OMBR Layout,3 BHK,2420,18500000,Rural,3,7644.628099
Chandapura,2 BHK,800,2000000,Rural,2,2500
Anand Nagar,2 BHK,1060,5500000,Rural,2,5188.679245
7th Phase JP Nagar,2 BHK,1270,9300000,Urban,2,7322.834646
Shree Ananth Nagar Layout,2 BHK,900,2250000,Rural,2,2500
Kundalahalli Colony,2 Bedroom,1280,6900000,Rural,2,5390.625
Horamavu Agara,4 Bedroom,1200,9500000,Rural,4,7916.666667
Sarjapur  Road,2 BHK,1025,3600000,Urban,2,3512.195122
Electronic City,2 BHK,1108,6300000,Urban,2,5685.920578
MCECHS  layout,5 Bedroom,1200,17000000,Rural,5,14166.66667
Coffee Board Layout,3 BHK,3045,17000000,Rural,3,5582.922824
Ambedkar Nagar,4 Bedroom,2900,30000000,Rural,4,10344.82759
Vijayanagar,3 BHK,1500,7550000,Urban,3,5033.333333
Raja Rajeshwari Nagar,2 BHK,1295,4390000,Urban,2,3389.96139
Budigere,2 BHK,1162,5990000,Rural,2,5154.905336
Sarjapur  Road,2 BHK,1035,4920000,Urban,2,4753.623188
Attibele,4 Bedroom,1600,5280000,Urban,4,3300
KUDLU MAIN ROAD,3 BHK,1464,4600000,Urban,3,3142.076503
Hennur Road,3 BHK,1866,6158000,Rural,3,3300.107181
Geleyara Balaga Layout,2 BHK,700,2600000,Rural,2,3714.285714
Kalena Agrahara,3 BHK,1804,12000000,Rural,3,6651.884701
Sarjapur,2 BHK,913,3200000,Urban,2,3504.928806
Talaghattapura,3 BHK,1868,13100000,Rural,3,7012.847966
Kengeri Satellite Town,2 BHK,883,4500000,Urban,2,5096.262741
Sundara Nagar,2 Bedroom,900,11000000,Rural,2,12222.22222
Kogilu,3 BHK,1664,7395000,Rural,3,4444.110577
Hegde Nagar,3 BHK,2026,13200000,Rural,3,6515.301086
Balagere,2 BHK,1210,8090000,Rural,2,6685.950413
Meenakunte,4 Bedroom,4111,25000000,Rural,4,6081.245439
Kadugodi,3 BHK,1762,9145000,Rural,3,5190.124858
Jigani,3 BHK,1252,5500000,Rural,3,4392.971246
Gollarapalya Hosahalli,2 BHK,861,3450000,Rural,2,4006.968641
7th Phase JP Nagar,3 BHK,1420,10000000,Urban,3,7042.253521
Srirampura,6 Bedroom,1450,25000000,Rural,6,17241.37931
Electronics City Phase 1,3 BHK,1490,7880000,Rural,3,5288.590604
Bisuvanahalli,3 BHK,1075,4600000,Rural,3,4279.069767
Old Madras Road,3 BHK,1425,9400000,Rural,3,6596.491228
Kalena Agrahara,2 BHK,1200,4000000,Rural,2,3333.333333
Kaggadasapura,3 BHK,1280,5600000,Urban,3,4375
Silver Springs Layout,2 BHK,1084,5000000,Rural,2,4612.546125
Chandapura,2 BHK,1015,2588000,Rural,2,2549.753695
Kanakpura Road,2 BHK,1017,5125000,Urban,2,5039.331367
Haralur Road,2 BHK,1027,4400000,Rural,2,4284.323272
Electronic City Phase II,2 BHK,1069,4500000,Urban,2,4209.541628
Hebbal,2 BHK,1349,9820000,Urban,2,7279.466271
9th Phase JP Nagar,2 BHK,1005,5000000,Urban,2,4975.124378
Jakkur,2 BHK,1417,7500000,Rural,2,5292.872265
TC Palaya,3 Bedroom,1475,9800000,Rural,3,6644.067797
Maruthi Sevanagar,2 BHK,950,4700000,Rural,2,4947.368421
RMV 2nd Stage,4 BHK,2000,12000000,Rural,4,6000
Giri Nagar,3 Bedroom,880,14000000,Rural,3,15909.09091
Giri Nagar,3 Bedroom,880,14000000,Urban,3,15909.09091
Sarjapur  Road,4 BHK,1863,10400000,Urban,4,5582.393988
Singasandra,2 BHK,1010,2950000,Urban,2,2920.792079
Kalena Agrahara,3 BHK,1425,7000000,Urban,3,4912.280702
Vijayanagar,3 BHK,1450,10000000,Urban,3,6896.551724
Kothanur,3 BHK,1847,10500000,Urban,3,5684.894423
AECS Layout,2 BHK,1100,4500000,Urban,2,4090.909091
Kanakpura Road,1 BHK,525,2600000,Urban,1,4952.380952
Mallasandra,3 BHK,1665,9500000,Urban,3,5705.705706
Begur,4 BHK,1664,6500000,Urban,4,3906.25
JP Nagar,3 BHK,1850,15000000,Urban,3,8108.108108
Panathur,2 BHK,1438,10000000,Urban,2,6954.102921
Sunder Ram Shetty Nagar,3 BHK,1560,11500000,Urban,3,7371.794872
Yelahanka,2 BHK,1350,5555000,Urban,2,4114.814815
Kanakpura Road,3 BHK,1550,6700000,Urban,3,4322.580645
Malleshpalya,2 BHK,1140,4650000,Urban,2,4078.947368
Srirampura,5 Bedroom,1200,18000000,Urban,5,15000
Kodathi,2 BHK,850,2700000,Urban,2,3176.470588
Whitefield,2 BHK,1280,7500000,Urban,2,5859.375
Munnekollal,2 BHK,1170,5200000,Urban,2,4444.444444
Motappa Layout,2 BHK,1113,5100000,Urban,2,4582.210243
Hennur Road,2 BHK,1385,8309000,Urban,2,5999.277978
Electronic City,2 BHK,1128,6500000,Urban,2,5762.411348
Marathahalli,2 Bedroom,1200,12800000,Urban,2,10666.66667
Akshaya Vana,4 Bedroom,1200,16500000,Urban,4,13750
Rajaji Nagar,3 BHK,2390,41500000,Urban,3,17364.01674
Giri Nagar,4 Bedroom,2400,40000000,Urban,4,16666.66667
Haralur Road,3 BHK,1464,5600000,Urban,3,3825.136612
Manayata Tech Park,2 BHK,1200,5500000,Urban,2,4583.333333
Kaval Byrasandra,2 BHK,1200,5200000,Urban,2,4333.333333
Kaggalipura,3 BHK,1150,5500000,Urban,3,4782.608696
Basavanna Nagar,3 BHK,1645,9500000,Urban,3,5775.075988
Sarjapur  Road,2 BHK,1000,6700000,Urban,2,6700
Haralur Road,4 Bedroom,2650,19800000,Urban,4,7471.698113
6th Phase JP Nagar,2 BHK,1192,7400000,Urban,2,6208.053691
Ulsoor,3 BHK,2135,21500000,Urban,3,10070.25761
Whitefield,2 BHK,1173,5800000,Urban,2,4944.58653
Uttarahalli,2 BHK,1020,4500000,Urban,2,4411.764706
Thigalarapalya,4 BHK,3122,23000000,Urban,4,7367.072389
Somasundara Palya,3 BHK,1600,6400000,Urban,3,4000
T.C PALYA,2 Bedroom,1200,7900000,Urban,2,6583.333333
Muneshwara Nagar,2 BHK,1230,4800000,Urban,2,3902.439024
 Devarachikkanahalli,2 BHK,1250,4000000,Urban,2,3200
Kalena Agrahara,2 BHK,1325,7600000,Urban,2,5735.849057
7th Phase JP Nagar,3 BHK,1850,15000000,Urban,3,8108.108108
Kanakpura Road,1 BHK,525,2153000,Urban,1,4100.952381
Basaveshwara Nagar,2 BHK,1200,6500000,Urban,2,5416.666667
Bull Temple Road,3 Bedroom,1350,14000000,Urban,3,10370.37037
Bommasandra,3 BHK,1260,4936000,Urban,3,3917.460317
Prashanth Nagar,3 BHK,1800,15000000,Urban,3,8333.333333
Suragajakkanahalli,3 Bedroom,11,7400000,Urban,3,672727.2727
Ardendale,2 BHK,1100,4325000,Urban,2,3931.818182
Harlur,2 BHK,1508,7700000,Urban,2,5106.100796
Sampigehalli,3 BHK,1592,7500000,Urban,3,4711.055276
Akshaya Nagar,2 BHK,1388,5700000,Urban,2,4106.628242
Electronic City Phase II,1 BHK,630,2835000,Urban,1,4500
RMV,3 Bedroom,2000,36500000,Urban,3,18250
Banashankari3rd stage bigbazar,3 BHK,1762,12500000,Urban,3,7094.211124
Bagalur Main Road,2 BHK,950,5000000,Urban,2,5263.157895
Kodihalli,4 BHK,3252,33500000,Urban,4,10301.35301
Magadi Road,2 BHK,1116,5000000,Urban,2,4480.286738
Narayanapura,2 BHK,1308,8904000,Urban,2,6807.33945
MS Pallya,3 BHK,1200,9000000,Urban,3,7500
Binny Mills Employees Colony,4 Bedroom,1500,23000000,Urban,4,15333.33333
Bannerghatta Road,1 BHK,500,1850000,Urban,1,3700
Hennur,2 BHK,1075,5200000,Urban,2,4837.209302
Chandapura,1 BHK,530,1166000,Urban,1,2200
Bellandur,2 BHK,1205,6600000,Urban,2,5477.178423
5th Phase JP Nagar,2 BHK,1075,6000000,Urban,2,5581.395349
KR Puram,2 BHK,930,3900000,Urban,2,4193.548387
Balagere,2 BHK,1380,6000000,Urban,2,4347.826087
Hebbal,4 BHK,2483,21200000,Urban,4,8538.0588
Kodigehaali,2 BHK,1166,5500000,Urban,2,4716.981132
Bannerghatta Road,2 BHK,1050,6500000,Urban,2,6190.47619
Gopalapura,3 BHK,2023.71,27500000,Urban,3,13588.90355
Begur Road,2 BHK,1200,4680000,Urban,2,3900
Lakshminarayana Pura,3 BHK,1600,10800000,Urban,3,6750
Billekahalli,3 BHK,1935,11000000,Urban,3,5684.754522
8th Phase JP Nagar,1 BHK,451,2990000,Urban,1,6629.711752
Electronic City,3 BHK,1800,9500000,Urban,3,5277.777778
Jalahalli,3 BHK,1400,7700000,Urban,3,5500
Hegde Nagar,3 BHK,1801,11500000,Urban,3,6385.341477
Mahadevpura,2 BHK,1451,9000000,Urban,2,6202.618884
Anekal,2 Bedroom,1200,3600000,Urban,2,3000
Begur Road,2 BHK,1160,4400000,Urban,2,3793.103448
Kengeri,2 BHK,1000,2500000,Urban,2,2500
Kanakpura Road,2 BHK,950,4000000,Urban,2,4210.526316
"Hoodi Circle, ",3 BHK,1629,7900000,Urban,3,4849.600982
Vijayanagar,3 BHK,1580,13400000,Urban,3,8481.012658
Vijayanagar,3 BHK,1826,12100000,Urban,3,6626.506024
7th Phase JP Nagar,2 BHK,1245,9400000,Urban,2,7550.200803
Raja Rajeshwari Nagar,2 BHK,1145,4579000,Urban,2,3999.126638
Sompura,2 BHK,825,3300000,Urban,2,4000
Yeshwanthpur,3 BHK,1693,10800000,Urban,3,6379.208506
Electronics City Phase 1,2 BHK,1113.27,5300000,Urban,2,4760.749863
Ashirvad Colony,2 BHK,1460,5800000,Urban,2,3972.60274
Doddathoguru,2 BHK,1050,3200000,Urban,2,3047.619048
Dodda Nekkundi,2 BHK,1260,5500000,Urban,2,4365.079365
K N Extension,6 BHK,700,12000000,Urban,6,17142.85714
Hosur Road,2 BHK,1656,12000000,Urban,2,7246.376812
Chandapura,3 BHK,1208,4500000,Urban,3,3725.165563
Whitefield,3 BHK,1910,16100000,Urban,3,8429.319372
Whitefield,4 BHK,3252,23000000,Urban,4,7072.570726
Battarahalli,2 Bedroom,1200,6500000,Urban,2,5416.666667
Gokula Extension,4 BHK,1200,17500000,Urban,4,14583.33333
7th Phase JP Nagar,2 BHK,1175,8200000,Urban,2,6978.723404
Kamakshipalya,2 Bedroom,1000,16500000,Urban,2,16500
Bannerghatta Road,4 Bedroom,1200,12500000,Urban,4,10416.66667
Rajaji Nagar,3 BHK,2390,41000000,Urban,3,17154.81172
Rajaji Nagar,7 BHK,12000,220000000,Urban,7,18333.33333
Sultan Palaya,2 Bedroom,550,6200000,Urban,2,11272.72727
Sanne Amanikere,2 BHK,1185,3800000,Urban,2,3206.751055
Kengeri,2 BHK,750,3800000,Urban,2,5066.666667
Mahalakshmi Layout,6 Bedroom,1200,25000000,Urban,6,20833.33333
Kanakpura Road,3 BHK,1550,6450000,Urban,3,4161.290323
Amco Colony,3 BHK,1760,8800000,Urban,3,5000
Billekahalli,2 BHK,1125,6200000,Urban,2,5511.111111
Nagarbhavi,3 Bedroom,1350,15000000,Urban,3,11111.11111
Anandapura,2 Bedroom,1000,5500000,Urban,2,5500
Bommasandra Industrial Area,2 BHK,1090,3148000,Urban,2,2888.073394
TC Palaya,2 Bedroom,1200,6000000,Urban,2,5000
Budigere,3 BHK,1991,10300000,Urban,3,5173.279759
Bommasandra,2 BHK,1060,2650000,Urban,2,2500
Ambalipura,2 BHK,1105,7500000,Urban,2,6787.330317
Hoodi,2 BHK,985,6700000,Urban,2,6802.030457
Chandapura,6 Bedroom,1533,8500000,Urban,6,5544.683627
Balagere,3 BHK,1590,7900000,Urban,3,4968.553459
CV Raman Nagar,2 BHK,1120,5500000,Urban,2,4910.714286
Samethanahalli,2 BHK,1069,5500000,Urban,2,5144.995323
Marathahalli,3 BHK,1933,14000000,Urban,3,7242.628039
Hosur Road,2 BHK,1194,6900000,Urban,2,5778.894472
Brookefield,2 BHK,1150,6900000,Urban,2,6000
Yelenahalli,2 BHK,1240,4712000,Urban,2,3800
Raja Rajeshwari Nagar,2 BHK,1419,4810000,Urban,2,3389.711064
7th Phase JP Nagar,8 Bedroom,1200,25000000,Urban,8,20833.33333
Richmond Town,3 BHK,2150,24000000,Urban,3,11162.7907
Suddaguntepalya,3 BHK,1450,5500000,Urban,3,3793.103448
Udayapur Village,3 BHK,1630,6829000,Urban,3,4189.570552
Dasanapura,2 BHK,708,4000000,Urban,2,5649.717514
Kasavanhalli,3 Bedroom,1000,11000000,Urban,3,11000
Whitefield,4 Bedroom,11890,70000000,Urban,4,5887.300252
Bellandur,2 BHK,1250,7600000,Urban,2,6080
7th Phase JP Nagar,3 BHK,1400,9500000,Urban,3,6785.714286
Sarjapur  Road,3 BHK,1670,5700000,Urban,3,3413.173653
Ardendale,3 BHK,1750,10000000,Urban,3,5714.285714
Vittasandra,2 BHK,1404,7100000,Urban,2,5056.980057
Hoodi,3 BHK,1715,9500000,Urban,3,5539.358601
Electronic City,1 BHK,630,3465000,Urban,1,5500
Harlur,3 BHK,1752.12,13500000,Urban,3,7704.951716
Hulimavu,3 BHK,1650,7800000,Urban,3,4727.272727
Raja Rajeshwari Nagar,2 BHK,1295,5547000,Urban,2,4283.397683
Giri Nagar,3 Bedroom,1800,25200000,Urban,3,14000
Sarjapur  Road,2 BHK,1346,7403000,Urban,2,5500
Thippasandra,4 Bedroom,1200,20000000,Urban,4,16666.66667
Hormavu,2 BHK,1150,5500000,Urban,2,4782.608696
Chikkabidarakallu,4 Bedroom,3309,32500000,Urban,4,9821.698398
Chandapura,3 BHK,1190,3035000,Urban,3,2550.420168
AECS Layout,3 BHK,1620,9800000,Urban,3,6049.382716
Marathahalli,2 BHK,950,4696000,Urban,2,4943.157895
1 Giri Nagar,11 BHK,5000,36000000,Urban,11,7200
Harlur,3 BHK,2450,12000000,Urban,3,4897.959184
Electronic City Phase II,3 BHK,1220,3523000,Urban,3,2887.704918
Hoysalanagar,2 BHK,850,3000000,Urban,2,3529.411765
Padmanabhanagar,2 BHK,1020,6300000,Urban,2,6176.470588
Chikkalasandra,2 BHK,1100,5000000,Urban,2,4545.454545
Defence Colony,2 BHK,1150,12600000,Urban,2,10956.52174
Hebbal,3 BHK,1760,13000000,Urban,3,7386.363636
Ambalipura,3 BHK,1800,11000000,Urban,3,6111.111111
Akshaya Nagar,2 BHK,1070,5400000,Urban,2,5046.728972
2nd Stage Nagarbhavi,4 Bedroom,1500,22000000,Urban,4,14666.66667
Vidyaranyapura,2 Bedroom,1440,9500000,Urban,2,6597.222222
Amruthahalli,2 BHK,900,4000000,Urban,2,4444.444444
ITI Employees Layout,4 BHK,1200,23000000,Urban,4,19166.66667
Whitefield,2 BHK,1130,4216000,Urban,2,3730.973451
Koramangala,2 BHK,1320,16500000,Urban,2,12500
Kodigehalli,2 BHK,1270,9800000,Urban,2,7716.535433
Patelappa Layout,2 BHK,1200,6200000,Urban,2,5166.666667
Ring Road Nagarbhavi,4 BHK,4800,23500000,Urban,4,4895.833333
NS Palya,2 BHK,1200,7400000,Urban,2,6166.666667
Subramanyapura,2 BHK,929,5017000,Urban,2,5400.430571
RMV 2nd Stage,4 BHK,1150,26000000,Urban,4,22608.69565
Basavangudi,4 Bedroom,1125,18000000,Urban,4,16000
Kenchenahalli,5 Bedroom,500,6500000,Urban,5,13000
3rd Block Hrbr Layout,5 Bedroom,1200,19000000,Urban,5,15833.33333
KUDLU MAIN ROAD,3 BHK,1464,5600000,Urban,3,3825.136612
7th Phase JP Nagar,4 BHK,3600,40000000,Urban,4,11111.11111
Bank Avenue,4 Bedroom,2000,9900000,Urban,4,4950
Chikkalasandra,2 BHK,1208,4900000,Urban,2,4056.291391
Hebbal Kempapura,2 BHK,1130,6000000,Urban,2,5309.734513
Surabhi Layout,3 BHK,1753,12000000,Urban,3,6845.407872
Old Madras Road,5 BHK,4500,33700000,Urban,5,7488.888889
Banjara Layout,3 Bedroom,600,5800000,Urban,3,9666.666667
Hoodi,2 BHK,1196,9442000,Urban,2,7894.648829
5th Phase JP Nagar,2 BHK,1150,5250000,Urban,2,4565.217391
Electronic City,2 BHK,1128,6300000,Urban,2,5585.106383
Omkar Nagar,2 BHK,1000,5300000,Urban,2,5300
Yelahanka,2 BHK,1035,4500000,Urban,2,4347.826087
Kereguddadahalli,2 BHK,950,3200000,Urban,2,3368.421053
Bisuvanahalli,3 BHK,1075,3600000,Urban,3,3348.837209
Whitefield,2 BHK,1040,4850000,Urban,2,4663.461538
Maragondanahalli,2 Bedroom,720,4500000,Urban,2,6250
Lingadheeranahalli,3 BHK,1511,9500000,Urban,3,6287.227002
Silk Board,3 BHK,1300,5800000,Urban,3,4461.538462
Hoodi,3 BHK,1545,6875000,Urban,3,4449.838188
Shampura,1 BHK,375,2600000,Urban,1,6933.333333
Vidyaranyapura,2 BHK,1062,3800000,Urban,2,3578.154426
Kada Agrahara,2 BHK,1115,4000000,Urban,2,3587.443946
JP Nagar,2 BHK,1000,3500000,Urban,2,3500
Kambipura,2 BHK,883,4500000,Urban,2,5096.262741
Sarjapur  Road,2 BHK,1195,7000000,Urban,2,5857.740586
BHEL Layout,4 Bedroom,1200,16500000,Urban,4,13750
Medahalli,1 Bedroom,700,4100000,Urban,1,5857.142857
Vittasandra,2 BHK,1246,6700000,Urban,2,5377.207063
8th Phase JP Nagar,4 Bedroom,660,9000000,Urban,4,13636.36364
Banashankari Stage III,4 Bedroom,8500,14500000,Urban,4,1705.882353
Kashi Nagar,4 BHK,1600,8000000,Urban,4,5000
Haralur Road,4 BHK,2805,15400000,Urban,4,5490.196078
Begur Road,3 BHK,1584,6500000,Urban,3,4103.535354
Sector 7 HSR Layout,4 Bedroom,3000,27500000,Urban,4,9166.666667
Hosur Road,3 BHK,1175,4800000,Urban,3,4085.106383
"Yemlur, Old Airport Road, ",3 BHK,1595,11500000,Urban,3,7210.031348
VHBCS Layout,2 BHK,1353,11000000,Urban,2,8130.081301
Electronic City,3 BHK,1599,12500000,Urban,3,7817.385866
Whitefield,2 BHK,1150,7000000,Urban,2,6086.956522
Jakkur,4 BHK,5230,46500000,Urban,4,8891.013384
KR Puram,2 BHK,1155,4274000,Urban,2,3700.4329
Ittamadu,1 BHK,1200,8500000,Urban,1,7083.333333
Electronic City Phase II,2 BHK,1000,2500000,Urban,2,2500
Thanisandra,4 BHK,3000,12000000,Urban,4,4000
Rajiv Nagar,3 BHK,1867,16000000,Urban,3,8569.898232
Ramagondanahalli,2 BHK,1251,4700000,Urban,2,3756.994404
Gattahalli,2 BHK,1028,4550000,Urban,2,4426.070039
Arekere,2 BHK,1222,4500000,Urban,2,3682.487725
Bannerghatta Road,3 BHK,1170,6600000,Urban,3,5641.025641
Hebbal,3 BHK,2400,24500000,Urban,3,10208.33333
Ramanjaneyanagar,3 BHK,1385,4848000,Urban,3,3500.361011
HSR Layout,2 BHK,1372,6800000,Urban,2,4956.268222
Magadi Road,3 BHK,1282,4900000,Urban,3,3822.152886
Mico Layout,9 BHK,5000,21000000,Urban,9,4200
7th Block Jayanagar,5 Bedroom,3000,52800000,Urban,5,17600
Kanakpura Road,2 BHK,1135,3973000,Urban,2,3500.440529
Whitefield,3 BHK,1768,10100000,Urban,3,5712.669683
Byatarayanapura,3 BHK,1325,9000000,Urban,3,6792.45283
Electronic City,3 BHK,1599,9900000,Urban,3,6191.369606
Whitefield,3 Bedroom,1500,6195000,Urban,3,4130
2nd Phase JP Nagar,3 Bedroom,2610,49900000,Urban,3,19118.77395
Uttarahalli,2 BHK,1286,6300000,Urban,2,4898.911353
Kammanahalli,5 BHK,2845,14000000,Urban,5,4920.913884
K G Colony,3 BHK,1600,5000000,Urban,3,3125
Hennur Road,2 BHK,1317.5,6377000,Urban,2,4840.227704
Hebbal,3 BHK,3450,26000000,Urban,3,7536.231884
Munnekollal,2 BHK,1102,5367000,Urban,2,4870.235935
Yelahanka,2 BHK,1350,5400000,Urban,2,4000
Banashankari,3 BHK,1200,4200000,Urban,3,3500
Hosa Road,6 Bedroom,1300,14500000,Urban,6,11153.84615
Herohalli,2 Bedroom,1800,8000000,Urban,2,4444.444444
Chikkabanavar,2 BHK,950,4000000,Urban,2,4210.526316
Kanakpura Road,1 BHK,525,2725000,Urban,1,5190.47619
Attibele,2 BHK,656,2500000,Urban,2,3810.97561
Marathahalli,4 Bedroom,1780,17500000,Urban,4,9831.460674
3rd Block Hrbr Layout,2 BHK,1056,8000000,Urban,2,7575.757576
Bannerghatta Road,1 BHK,595,3332000,Urban,1,5600
Ittamadu,2 BHK,1080,5000000,Urban,2,4629.62963
7th Phase JP Nagar,3 BHK,2225,16000000,Urban,3,7191.011236
Bommasandra,2 BHK,1126,2815000,Urban,2,2500
Electronics City Phase 1,3 BHK,1490,8400000,Urban,3,5637.583893
HRBR Layout,4 Bedroom,2000,30000000,Urban,4,15000
Sarjapur  Road,3 BHK,1550,10000000,Urban,3,6451.612903
Ashwini layout,2 BHK,1160,5500000,Urban,2,4741.37931
Whitefield,4 Bedroom,4144,31500000,Rural,4,7601.351351
Sarjapur  Road,3 BHK,2100,12500000,Urban,3,5952.380952
Vittasandra,2 BHK,1404,6930000,Rural,2,4935.897436
Sarjapur  Road,4 Bedroom,2230,22500000,Urban,4,10089.6861
Marathalli bridge,3 BHK,1544,12000000,Urban,3,7772.020725
Banashankari Stage III,3 BHK,1305,5870000,Rural,3,4498.084291
Marathahalli,2 BHK,1230,8000000,Urban,2,6504.065041
T.C PALYA,2 Bedroom,1200,6500000,Rural,2,5416.666667
Harlur,3 BHK,1460,7300000,Rural,3,5000
Gottigere,2 BHK,967,4500000,Rural,2,4653.567735
Byatarayanapura,1 Bedroom,540,3600000,Urban,1,6666.666667
Hormavu,1 BHK,715,4600000,Rural,1,6433.566434
Whitefield,3 BHK,2500,31300000,Rural,3,12520
Dooravani Nagar,3 BHK,1578,18000000,Urban,3,11406.84411
Mysore Road,2 BHK,1020,4895000,Urban,2,4799.019608
Jigani,2 BHK,1020,4000000,Rural,2,3921.568627
Koramangala,2 BHK,1253,10200000,Rural,2,8140.462889
JCR Layout,2 BHK,1180,4200000,Urban,2,3559.322034
Nehru Nagar,2 BHK,961,3800000,Urban,2,3954.21436
Kanakapura,3 BHK,1419,7500000,Urban,3,5285.412262
Harlur,3 BHK,1709,15000000,Rural,3,8777.06261
Papareddipalya,2 Bedroom,1600,11500000,Rural,2,7187.5
Venkatapura,1 BHK,416,1850000,Urban,1,4447.115385
Sanjay nagar,2 BHK,1100,9800000,Urban,2,8909.090909
HSR Layout,3 BHK,1430,6500000,Urban,3,4545.454545
Sneha Colony,2 BHK,1260,4500000,Urban,2,3571.428571
RMV Extension,3 BHK,1630,8500000,Urban,3,5214.723926
Sarjapur  Road,3 BHK,1249,4471000,Urban,3,3579.663731
Kalena Agrahara,3 BHK,1450,8500000,Urban,3,5862.068966
Konanakunte,3 BHK,2791,22300000,Rural,3,7989.967753
Hosapalya,1 BHK,600,9000000,Rural,1,15000
Ashwini layout,1 BHK,834,6000000,Urban,1,7194.244604
Doddagubbi,3 Bedroom,1125,7000000,Rural,3,6222.222222
Arekere,3 BHK,2060,14000000,Rural,3,6796.116505
Malleshwaram,7 BHK,12000,220000000,Rural,7,18333.33333
Gottigere,2 BHK,891,2500000,Rural,2,2805.836139
Raja Rajeshwari Nagar,2 BHK,1133,4907000,Urban,2,4330.9797
Bisuvanahalli,3 BHK,1075,3700000,Urban,3,3441.860465
Sector 6 HSR Layout,4 BHK,3000,26000000,Urban,4,8666.666667
Brookefield,4 Bedroom,2440,42500000,Rural,4,17418.03279
Vidyaranyapura,2 BHK,1200,5500000,Urban,2,4583.333333
Thanisandra,2 BHK,1075,4580000,Rural,2,4260.465116
Kaggadasapura,2 BHK,1140,4000000,Urban,2,3508.77193
Margondanahalli,5 Bedroom,940,15000000,Urban,5,15957.44681
